PlayerId;Year;TeamId;LeagueId;GP;G;A;PIM;+/-;PP G;PP A;SH G;SH A;GR;GWG;SOG;FO;FO W;HIT;GvA;TkA;SB;TOI;PPTOI;SHTOI;Fights;Fights Won
254;2019;4;9999;7;1;6;0;1;0;2;0;0;63;0;13;150;69;7;0;3;11;8426;1253;194;0;0
254;2020;4;9999;14;3;4;0;11;0;0;0;0;60;0;17;196;93;5;8;7;12;14512;450;442;0;0
254;2021;4;9999;17;6;4;8;2;2;0;0;0;64;1;43;211;119;9;5;6;22;16229;783;384;0;0
254;2022;4;9999;17;5;9;6;4;0;2;0;0;65;1;50;251;143;10;3;9;16;17494;1337;0;0;0
260;2019;7;9999;17;4;5;12;0;1;4;0;0;59;1;39;255;126;36;6;3;5;18274;1558;0;0;0
260;2020;7;9999;7;2;4;0;-4;0;2;0;0;64;0;21;130;73;20;5;1;0;7112;1039;0;0;0
260;2021;7;9999;4;1;1;2;-7;0;1;0;0;55;0;8;77;37;10;5;2;5;3617;718;252;0;0
275;2019;8;9999;14;1;3;2;0;1;0;0;0;64;1;38;1;0;7;12;8;13;18729;1712;635;0;0
275;2020;8;9999;7;0;1;0;-1;0;0;0;0;60;0;8;1;0;6;7;1;13;7851;0;402;0;0
275;2021;8;9999;4;0;1;0;-1;0;1;0;0;63;0;8;0;0;5;9;2;2;4810;1023;340;0;0
283;2019;8;9999;14;3;6;0;3;0;0;0;0;63;0;26;180;93;18;8;9;8;14432;46;1439;0;0
283;2020;8;9999;7;0;3;2;-3;0;0;0;0;55;0;4;67;33;3;1;1;6;4955;47;0;0;0
283;2021;8;9999;4;0;0;0;-1;0;0;0;0;62;0;6;51;28;1;0;1;3;3742;0;0;0;0
288;2019;9;9999;4;1;0;0;-2;0;0;0;0;55;0;3;42;24;2;1;1;1;3578;0;397;0;0
288;2020;9;9999;20;3;11;2;0;0;2;0;0;62;0;40;305;156;16;11;0;15;22940;906;83;0;0
288;2021;9;9999;11;3;11;2;4;2;3;0;0;68;1;33;182;91;8;5;8;18;11034;1218;446;0;0
288;2022;9;9999;12;3;8;0;-3;3;2;0;0;65;1;19;222;124;12;4;2;29;12290;1260;0;0;0
290;2019;8;9999;14;1;2;0;-4;0;0;0;0;57;0;14;33;16;1;4;8;28;12318;0;1409;0;0
290;2020;8;9999;7;0;1;0;-2;0;0;0;0;58;0;10;10;7;4;0;3;19;7309;0;546;0;0
290;2021;8;9999;4;1;1;0;-1;0;0;0;0;62;0;5;7;3;4;1;3;5;4083;0;373;0;0
301;2019;9;9999;4;1;1;0;-1;1;0;0;0;60;0;5;0;0;9;2;3;10;5585;279;339;0;0
301;2020;9;9999;20;3;10;0;-2;0;0;0;0;60;0;33;3;1;34;18;15;40;25147;0;1286;0;0
301;2021;9;9999;11;1;5;2;6;0;0;0;0;61;0;12;1;0;25;4;6;22;12127;89;591;0;0
307;2019;9;9999;4;0;0;0;-3;0;0;0;0;60;0;3;0;0;8;2;0;5;4841;135;269;0;0
307;2020;9;9999;20;2;7;4;-2;0;2;0;0;57;0;53;2;0;40;14;14;26;24243;791;1122;0;0
307;2021;9;9999;11;3;5;4;6;0;1;1;1;64;0;36;0;0;14;9;5;9;12238;1410;961;0;0
324;2019;9;9999;4;1;1;0;-3;0;1;0;0;64;0;7;2;1;3;3;4;4;4087;275;126;0;0
324;2020;9;9999;20;5;9;4;3;2;0;0;0;61;1;60;6;0;13;31;10;16;23429;1727;0;0;0
324;2021;9;9999;11;5;5;4;4;3;2;0;0;62;0;28;5;1;7;10;6;14;10956;1218;0;0;0
329;2019;0;9999;7;1;0;2;-2;0;0;0;0;58;0;7;0;0;8;3;1;6;7006;5;254;0;0
329;2020;0;9999;7;0;0;12;0;0;0;0;0;64;0;10;0;0;9;3;7;16;7929;161;405;2;0
329;2021;0;9999;7;1;2;9;-3;0;0;0;0;62;1;19;0;0;16;0;4;8;8276;95;161;1;0
329;2022;0;9999;16;5;6;10;5;0;0;0;0;63;2;38;1;0;24;9;5;17;18281;550;695;2;0
336;2019;4;9999;7;0;0;8;-3;0;0;0;0;63;0;7;0;0;8;0;2;10;10084;90;423;0;0
336;2020;4;9999;14;0;3;2;5;0;0;0;0;59;0;15;0;0;22;5;5;12;17006;0;981;0;0
336;2021;4;9999;17;1;3;4;10;0;0;0;1;58;0;20;3;0;17;4;12;28;19249;0;1829;0;0
336;2022;4;9999;17;2;2;6;4;0;0;0;0;64;0;33;1;1;18;4;9;21;22435;134;1467;0;0
338;2021;2;9999;24;2;11;13;2;1;2;0;0;69;1;54;2;0;20;20;16;32;27999;2501;747;1;0
343;2019;6;9999;1;0;0;2;-1;0;0;0;0;56;0;0;0;0;4;0;1;0;1172;42;0;0;0
343;2020;6;9999;5;0;1;2;-5;0;0;0;0;55;0;5;0;0;8;6;4;1;5593;327;553;0;0
343;2021;6;9999;6;2;3;0;0;0;1;0;0;68;0;14;1;1;6;4;4;2;8690;720;165;0;0
343;2022;6;9999;11;1;3;0;2;1;1;0;0;61;0;19;3;1;10;9;5;1;12736;1181;227;0;0
344;2021;3;9999;8;1;0;4;4;0;0;0;0;64;0;15;1;0;35;9;5;15;10412;0;815;0;0
344;2022;3;9999;17;1;4;8;11;0;0;0;0;59;0;36;0;0;49;18;14;22;20616;0;1285;0;0
348;2021;3;9999;8;3;1;2;3;0;1;0;0;59;1;25;0;0;11;5;4;11;10638;344;935;0;0
348;2022;3;9999;17;2;4;4;5;0;0;0;0;60;0;35;0;0;11;4;9;22;18904;775;1393;0;0
350;2019;9;9999;4;0;0;0;-1;0;0;0;0;59;0;4;11;5;6;2;1;5;2591;0;397;0;0
350;2020;9;9999;20;4;8;2;2;1;0;0;0;61;2;34;50;26;37;6;9;25;15244;788;1416;0;0
350;2021;9;9999;11;3;3;0;9;0;2;1;1;66;2;23;179;83;22;5;2;3;10204;382;1098;0;0
350;2022;9;9999;12;4;6;0;-2;0;3;0;0;59;0;22;25;13;17;7;3;15;12232;1370;343;0;0
353;2019;1;9999;15;2;2;0;4;0;0;0;0;57;0;19;66;39;5;3;2;13;5864;0;738;0;0
353;2020;1;9999;12;2;3;0;-3;0;1;0;0;62;0;18;172;95;10;5;5;6;10918;517;904;0;0
353;2021;1;9999;17;4;12;0;6;1;2;0;0;70;0;57;312;173;29;6;7;16;18523;2361;15;0;0
356;2019;5;9999;12;2;2;2;2;0;0;0;0;52;0;9;57;26;4;6;0;4;5444;0;269;0;0
356;2021;5;9999;6;1;0;2;-2;0;0;0;0;52;0;12;76;20;2;5;1;2;5515;0;379;0;0
358;2019;1;9999;15;2;3;0;5;0;0;0;0;53;2;11;5;0;13;5;4;2;6101;0;484;0;0
358;2020;1;9999;12;4;3;2;0;0;0;0;0;60;3;23;2;0;32;9;6;13;13223;537;302;0;0
358;2021;1;9999;17;5;8;0;3;1;1;0;0;64;0;38;9;2;30;6;4;14;17838;1342;875;0;0
358;2022;3;9999;17;0;8;11;1;0;0;0;0;58;0;25;0;0;25;6;1;4;12695;0;366;1;0
360;2019;1;9999;15;3;6;2;7;0;0;0;0;57;0;16;1;0;24;4;7;4;14067;0;690;0;0
360;2020;1;9999;12;2;3;12;1;1;0;0;0;60;0;25;21;11;22;15;3;13;12918;537;827;2;1
360;2021;1;9999;17;6;5;5;1;0;0;0;0;58;1;34;37;16;43;10;4;15;19647;963;1177;1;0
369;2019;9;9999;4;0;1;2;-1;0;0;0;0;50;0;1;0;0;4;0;1;1;2986;0;65;0;0
