Id,GoalieId,Player Name,LeagueId,TeamId,SubtotalForId,Season,isPlayoffs,GamesPlayed,Wins,Losses,OvertimeLosses,Minutes,PenaltyMinutes,Shutouts,GoalsAgainst,ShotsAgainst,Assists,EmptyGoalAgainst,PenaltyShotAttempts,Starts,Backups,PenaltyShotSaves
2112,100104,Matt Lewis-Flood,2,48,,27,1,17,10,5,2,1017,2,2,49,422,1,0,0,17,0,0
2113,100094,Kyle Cobb,2,48,,27,1,2,0,0,0,50,0,0,2,23,0,0,0,0,17,0
2114,100103,Austin Lemieux,2,46,,27,1,3,0,2,0,72,0,0,8,30,0,0,0,2,5,0
2115,100117,Michael McFadden,2,46,,27,1,7,3,2,0,357,0,0,19,183,0,0,0,5,2,0
2116,100240,Duffy Hellman,2,50,,27,1,6,2,3,0,304,0,0,16,120,1,0,0,6,0,0
2117,100241,Liam Reaves,2,50,,27,1,2,0,0,1,66,0,0,2,27,0,0,0,0,6,0
2118,100100,Christoffer Bjornsson,2,21,,27,1,13,6,7,0,754,0,0,37,317,0,0,0,13,0,0
3171,100098,Earnest Ciarelli,3,26,,27,1,2,1,1,0,120,0,0,7,58,0,0,0,2,0,0
3172,100079,Colin Schmidt,3,34,,27,1,3,3,0,0,180,0,0,7,91,0,0,0,3,0,0
3173,100100,Christoffer Bjornsson,3,33,,27,1,2,1,1,0,119,0,0,6,63,0,0,0,2,0,0
3174,100055,Jakub Aittokallio,3,32,,27,1,1,0,1,0,60,0,0,3,13,0,1,0,1,0,0
3175,100089,Erik Lundqvist,3,25,,27,1,3,2,1,0,179,0,0,8,79,0,0,0,3,0,0
3176,100056,Lauris Prikulis,3,30,,27,1,1,0,1,0,60,0,0,4,41,0,0,0,1,0,0
3177,100080,Jakob Tanner,3,28,,27,1,1,0,1,0,60,0,0,3,29,0,0,0,1,0,0
3178,100087,Mark Harter,3,35,,27,1,1,0,1,0,60,0,0,6,38,0,0,0,1,0,0
1610,100106,Lukas Berger,2,17,,27,0,50,23,22,4,2849,15,2,129,1078,1,0,24,50,0,35
1611,100234,Gavin Trent,2,17,,27,0,7,1,0,0,185,0,0,16,85,0,0,4,0,50,0
1612,100118,Jacob Andrews,2,51,,27,0,44,23,12,5,2531,0,0,127,962,2,0,19,42,8,27
1613,100117,Michael McFadden,2,46,,27,0,39,8,22,2,1801,0,0,111,793,1,0,0,33,17,0
1614,100107,Ken Kennedy-Anderson,2,46,,27,0,28,3,15,0,1206,15,1,84,489,0,0,3,17,33,17
1615,100216,ZzJack's Robot Berlin,2,48,,27,0,1,0,0,0,21,0,0,0,5,0,0,0,0,3,0
1616,100104,Matt Lewis-Flood,2,48,,27,0,45,34,3,5,2610,0,4,100,947,0,0,43,44,3,36
1617,100094,Kyle Cobb,2,48,,27,0,10,1,4,3,433,0,0,23,165,0,1,7,6,44,3
1618,100100,Christoffer Bjornsson,2,21,,27,0,41,21,17,1,2282,2,1,97,885,1,0,13,38,12,26
1619,100116,Mikke Laukkanen,2,21,,27,0,17,4,5,2,742,0,0,48,314,0,0,9,12,38,8
1620,100109,Brett Broadway,2,52,,27,0,43,22,13,5,2425,6,2,110,909,3,0,19,41,9,24
1621,100108,Selena Bauer,2,15,,27,0,50,24,18,6,2760,2,1,136,1194,3,0,39,50,0,35
1622,100241,Liam Reaves,2,50,,27,0,16,6,6,0,710,0,1,33,239,0,0,0,10,40,0
1623,100239,Jhonas Ville,2,51,,27,0,11,7,3,0,504,0,0,19,198,0,0,0,8,42,0
1624,100240,Duffy Hellman,2,50,,27,0,41,18,20,0,2304,2,1,130,935,2,1,21,40,10,32
1625,100242,Jhin,2,52,,27,0,13,4,5,1,610,0,0,34,221,1,0,3,9,21,9
1626,100238,John Hirschman,2,15,,27,0,9,1,1,0,274,2,0,20,135,1,0,0,0,50,0
2956,100098,Earnest Ciarelli,3,26,,27,0,10,5,4,1,615,0,0,29,290,0,0,9,10,0,8
2957,100106,Lukas Berger,3,36,,27,0,10,3,6,1,553,0,0,32,284,1,0,0,10,0,0
2958,100312,Jan Kubicky,3,36,,27,0,2,0,0,0,47,0,0,3,23,0,0,0,0,10,0
2959,100079,Colin Schmidt,3,34,,27,0,5,4,1,0,300,0,1,8,123,0,0,0,5,5,0
2960,100081,Hunter Wong,3,34,,27,0,5,3,1,1,310,0,0,12,119,0,0,6,5,5,4
2961,100100,Christoffer Bjornsson,3,33,,27,0,10,6,3,1,610,0,0,29,274,0,0,8,10,0,6
2962,100055,Jakub Aittokallio,3,32,,27,0,10,6,4,0,605,0,1,17,257,0,0,3,10,0,7
2963,100077,Jackson Weekes,3,31,,27,0,10,4,5,1,578,2,0,32,242,0,0,9,10,0,7
2964,100108,Selena Bauer,3,31,,27,0,1,0,0,0,29,0,0,2,18,0,0,0,0,10,0
2965,100090,Phil Osgoode,3,60,,27,0,10,4,5,1,610,2,0,33,310,0,0,4,10,0,8
2966,100056,Lauris Prikulis,3,30,,27,0,10,5,2,1,551,0,0,24,247,0,0,10,9,1,5
2967,100105,Robert Andersson,3,25,,27,0,2,1,1,0,120,0,0,5,58,0,0,0,2,8,0
2968,100089,Erik Lundqvist,3,25,,27,0,8,4,2,2,490,0,0,16,227,0,0,5,8,2,3
2969,100087,Mark Harter,3,35,,27,0,10,7,2,1,573,2,0,24,236,1,0,5,10,0,6
2970,100080,Jakob Tanner,3,28,,27,0,10,5,5,0,609,0,0,22,250,0,1,14,10,0,8
2971,100074,Dymo Ranjan,3,29,,27,0,10,3,5,2,606,2,0,28,318,0,1,5,10,0,4
2972,100104,Matt Lewis-Flood,3,30,,27,0,2,0,1,1,63,0,0,4,30,0,0,2,1,9,0
2973,100097,Igor Ogorodnikov,3,35,,27,0,1,0,0,0,31,0,0,1,13,0,0,0,0,10,0
601,100098,Earnest Ciarelli,1,12,,27,0,44,16,23,5,2665,2,3,124,1083,3,2,23,44,6,14
602,100096,Nikita Nevzorov,1,42,,27,0,36,10,23,3,2172,2,0,117,1059,2,2,13,36,14,10
603,100083,Mike Schmidt,1,42,,27,0,14,8,6,0,852,0,0,46,433,0,0,3,14,36,2
604,100091,Sergei Kozar,1,5,,27,0,5,3,2,0,299,0,0,14,121,0,0,0,5,45,0
605,100090,Phil Osgoode,1,5,,27,0,45,22,17,6,2724,6,2,133,1268,1,2,14,45,5,8
606,100077,Jackson Weekes,1,1,,27,0,42,25,13,4,2540,4,3,103,1068,2,3,9,42,8,6
607,100097,Igor Ogorodnikov,1,1,,27,0,8,5,3,0,481,2,1,19,207,1,0,0,8,42,0
608,100088,Adam Demko,1,10,,27,0,6,2,2,2,370,0,0,20,168,0,0,4,6,44,2
609,100087,Mark Harter,1,10,,27,0,44,29,11,4,2665,2,4,92,1053,1,0,12,44,6,7
610,100056,Lauris Prikulis,1,14,,27,0,44,22,21,1,2666,6,4,129,1207,2,1,15,44,6,14
611,100079,Colin Schmidt,1,6,,27,0,44,20,19,5,2672,6,2,131,1240,2,2,25,44,6,15
612,100082,Arton Laxk,1,12,,27,0,6,2,3,1,369,0,0,19,168,0,0,5,6,44,3
613,100081,Hunter Wong,1,9,,27,0,44,21,18,5,2674,4,0,120,1188,0,0,20,44,6,15
614,100103,Austin Lemieux,1,14,,27,0,6,3,1,2,375,0,0,15,156,0,0,19,6,34,13
615,100104,Matt Lewis-Flood,1,6,,27,0,6,3,3,0,368,2,0,23,172,0,1,8,6,0,7
616,100105,Robert Andersson,1,2,,27,0,44,21,19,4,2681,2,3,123,1304,2,3,30,44,6,18
617,100085,Rob Pressen,1,13,,28,0,6,0,6,0,359,0,0,30,223,0,0,0,6,44,0
618,100081,Hunter Wong,1,9,,28,0,44,26,14,4,2665,0,5,109,1217,2,3,16,44,6,30
619,100080,Jakob Tanner,1,7,,28,0,44,25,15,4,2676,4,2,120,1369,0,1,26,44,6,32
620,100101,Kyle Prince,1,13,,28,0,44,12,28,4,2665,2,1,167,1519,2,2,22,44,6,26
621,100100,Christoffer Bjornsson,1,11,,28,0,6,3,2,1,368,0,0,13,190,0,0,9,6,44,5
622,100089,Erik Lundqvist,1,11,,28,0,44,23,15,6,2666,4,1,124,1432,3,0,20,44,6,26
623,100103,Austin Lemieux,1,14,,28,0,6,3,3,0,360,0,1,19,166,0,0,0,6,44,0
624,100099,Tyler No Nerves,1,4,,28,0,44,16,25,3,2655,6,3,133,1387,1,3,12,44,6,33
625,100092,Mathias Lundgren,1,2,,28,0,6,4,1,1,364,2,1,18,169,0,0,0,6,44,0
626,100105,Robert Andersson,1,2,,28,0,44,18,21,5,2670,4,1,135,1331,2,2,17,44,6,23
627,100082,Arton Laxk,1,12,,28,0,6,2,3,1,363,0,0,13,152,0,1,3,6,44,4
628,100098,Earnest Ciarelli,1,12,,28,0,44,21,19,4,2658,0,3,129,1224,1,2,10,44,6,18
2119,100245,Triforce Link,2,17,,28,1,5,1,4,0,333,0,0,11,123,0,1,0,5,0,0
2120,100118,Jacob Andrews,2,51,,28,1,13,7,5,1,781,0,3,24,262,2,0,0,13,0,0
2121,100108,Selena Bauer,2,15,,28,1,9,4,5,0,487,0,1,21,215,0,1,0,9,0,0
2122,100111,Sivy McSieve,2,15,,28,1,2,0,0,0,60,0,0,0,23,0,0,0,0,9,0
2123,100113,Richard C. Hocolate,2,52,,28,1,6,2,3,1,354,0,0,20,233,1,0,0,6,0,0
2124,100237,Curtis Allison,2,52,,28,1,1,0,0,0,19,0,0,0,9,0,0,0,0,6,0
2125,100114,Casey Holmes,2,50,,28,1,5,1,3,1,271,0,0,16,118,0,0,0,5,0,0
2126,100104,Matt Lewis-Flood,2,22,,28,1,14,12,2,0,830,0,2,24,298,2,0,0,14,0,0
2127,100137,Carter Fleury,2,22,,28,1,1,0,0,0,28,0,0,1,14,0,0,0,0,14,0
2128,100117,Michael McFadden,2,46,,28,1,16,8,6,2,964,0,3,33,360,0,0,0,16,0,0
2129,100244,Kaapo Kahkonen,2,46,,28,1,1,0,0,0,35,0,0,1,25,0,0,0,0,16,0
2130,100235,Michael Ryan,2,50,,28,1,1,0,0,0,36,0,0,3,11,0,0,0,0,5,0
2131,100116,Mikke Laukkanen,2,21,,28,1,6,2,4,0,359,0,0,15,114,1,0,0,6,0,0
3179,100098,Earnest Ciarelli,3,26,,28,1,1,0,1,0,58,0,0,3,35,0,0,0,1,0,0
3180,100106,Lukas Berger,3,36,,28,1,1,0,1,0,60,0,0,3,27,0,0,0,1,0,0
3181,100100,Christoffer Bjornsson,3,33,,28,1,2,1,1,0,119,0,0,5,61,0,0,0,2,0,0
3182,100055,Jakub Aittokallio,3,32,,28,1,2,1,1,0,143,0,0,6,72,0,0,0,2,0,0
3183,100090,Phil Osgoode,3,60,,28,1,1,0,0,1,84,0,0,4,47,0,0,0,1,0,0
3184,100077,Jackson Weekes,3,31,,28,1,1,0,1,0,40,0,0,4,12,0,0,0,1,0,0
3185,100089,Erik Lundqvist,3,25,,28,1,3,3,0,0,180,0,0,6,89,1,0,0,3,0,0
3186,100108,Selena Bauer,3,31,,28,1,1,0,0,0,20,0,0,0,8,0,0,0,0,1,0
3187,100087,Mark Harter,3,35,,28,1,3,2,1,0,180,2,0,7,96,0,0,0,3,0,0
1627,100234,Gavin Trent,2,17,,28,0,16,4,8,0,808,4,0,35,343,1,0,10,12,38,12
1628,100118,Jacob Andrews,2,51,,28,0,44,19,16,8,2653,8,5,96,995,4,0,45,43,7,32
1629,100108,Selena Bauer,2,15,,28,0,45,29,13,2,2586,6,5,86,989,1,0,27,43,5,38
1630,100113,Richard C. Hocolate,2,52,,28,0,37,16,15,6,2137,4,2,99,857,3,0,29,37,0,26
1631,100237,Curtis Allison,2,52,,28,0,10,5,2,0,504,0,0,21,228,0,1,3,7,39,5
1632,100110,Daniel Vann,2,21,,28,0,10,1,7,0,547,0,0,27,244,0,0,2,8,42,8
1633,100116,Mikke Laukkanen,2,21,,28,0,42,23,17,2,2488,6,4,99,965,1,0,30,42,8,34
1634,100094,Kyle Cobb,2,22,,28,0,10,5,2,3,581,0,0,27,199,0,0,4,10,32,8
1635,100111,Sivy McSieve,2,15,,28,0,10,1,3,2,462,0,0,24,168,0,1,5,7,43,4
1636,100137,Carter Fleury,2,22,,28,0,1,1,0,0,60,0,0,1,18,1,0,0,1,7,0
1637,100117,Michael McFadden,2,46,,28,0,41,9,24,8,2436,4,2,110,916,2,1,30,41,9,27
1638,100127,Julius Sylvia,2,46,,28,0,2,1,0,1,125,0,0,3,29,0,0,6,2,0,1
1639,100114,Casey Holmes,2,50,,28,0,42,18,18,5,2298,2,4,123,961,2,1,21,42,8,28
1640,100235,Michael Ryan,2,50,,28,0,17,8,1,0,747,0,1,22,291,2,0,8,8,42,8
1641,100104,Matt Lewis-Flood,2,22,,28,0,39,32,4,3,2362,6,7,61,815,3,0,22,39,1,32
1642,100245,Triforce Link,2,17,,28,0,39,19,13,6,2241,2,5,93,854,1,0,19,38,12,24
1643,100246,Kimmo Lokinnen,2,51,,28,0,7,3,4,0,406,0,1,19,148,1,1,0,7,0,0
1644,100244,Kaapo Kahkonen,2,46,,28,0,10,2,4,1,489,0,1,18,174,0,1,6,7,41,5
1645,100243,ZzRaven's Robot Waffleface,2,22,,28,0,1,0,0,0,26,0,0,1,4,0,0,0,0,10,0
2974,100098,Earnest Ciarelli,3,26,,28,0,10,5,4,1,598,0,0,31,289,0,1,0,10,0,0
2975,100106,Lukas Berger,3,36,,28,0,10,5,4,1,604,2,1,25,303,0,0,3,10,0,7
2976,100081,Hunter Wong,3,34,,28,0,3,0,0,0,86,0,0,4,43,0,0,0,0,10,0
2977,100079,Colin Schmidt,3,34,,28,0,10,4,6,0,514,0,1,30,251,0,0,0,10,0,0
2978,100100,Christoffer Bjornsson,3,33,,28,0,10,6,3,1,608,0,0,26,261,0,0,7,10,0,7
2979,100055,Jakub Aittokallio,3,32,,28,0,10,3,2,5,618,0,0,22,294,0,0,10,10,0,4
2980,100108,Selena Bauer,3,31,,28,0,1,0,0,0,42,0,0,2,26,0,0,0,0,10,0
2981,100077,Jackson Weekes,3,31,,28,0,10,5,3,2,572,0,0,28,240,0,0,16,10,0,8
2982,100090,Phil Osgoode,3,60,,28,0,10,6,3,1,610,2,0,25,297,1,1,13,10,0,8
2983,100104,Matt Lewis-Flood,3,30,,28,0,10,4,5,1,612,2,0,30,299,1,0,9,10,0,9
2984,100099,Tyler No Nerves,3,29,,28,0,1,0,0,0,23,0,0,0,9,0,0,0,0,10,0
2985,100109,Brett Broadway,3,29,,28,0,10,4,6,0,587,2,0,30,298,1,1,8,10,0,6
2986,100087,Mark Harter,3,35,,28,0,10,7,2,1,614,0,1,21,276,0,0,6,10,0,10
2987,100089,Erik Lundqvist,3,25,,28,0,8,7,1,0,484,0,1,14,228,0,1,0,8,2,0
2988,100105,Robert Andersson,3,25,,28,0,2,2,0,0,129,0,0,6,56,0,0,4,2,8,2
2989,100080,Jakob Tanner,3,28,,28,0,10,2,6,2,612,2,0,27,320,0,0,16,10,0,6
629,100096,Nikita Nevzorov,1,42,,28,0,41,13,23,5,2505,6,2,140,1575,1,1,38,41,9,32
630,100083,Mike Schmidt,1,42,,28,0,9,0,8,1,543,2,0,31,285,0,2,3,9,41,6
631,100091,Sergei Kozar,1,5,,28,0,8,6,2,0,483,0,0,19,224,0,0,0,8,42,0
632,100090,Phil Osgoode,1,5,,28,0,42,22,15,5,2551,2,1,124,1272,2,0,18,42,8,26
633,100077,Jackson Weekes,1,1,,28,0,43,30,10,3,2618,6,2,113,1321,0,1,23,43,7,36
634,100097,Igor Ogorodnikov,1,1,,28,0,7,4,2,1,426,0,0,20,221,0,0,3,7,43,5
635,100087,Mark Harter,1,10,,28,0,44,28,15,1,2670,2,4,109,1260,0,1,26,44,6,34
636,100088,Adam Demko,1,10,,28,0,6,2,3,1,360,0,0,21,160,2,1,0,6,44,0
637,100079,Colin Schmidt,1,6,,28,0,44,26,13,5,2667,4,3,99,1254,2,0,16,44,6,25
638,100104,Matt Lewis-Flood,1,6,,28,0,6,4,2,0,364,0,0,17,173,0,0,3,6,10,6
639,100055,Jakub Aittokallio,1,3,,28,0,40,23,14,3,2414,2,3,96,1129,0,2,10,40,10,32
640,100051,Mike Verminski,1,9,,28,0,6,3,1,2,369,0,0,16,155,1,0,5,6,44,1
641,100106,Lukas Berger,1,14,,28,0,44,24,12,8,2690,6,3,146,1374,3,1,31,44,6,26
642,100109,Brett Broadway,1,3,,28,0,10,6,1,3,611,0,3,25,277,0,0,6,10,40,7
643,100108,Selena Bauer,1,4,,28,0,6,4,1,1,369,0,0,9,213,0,0,3,6,0,4
644,100107,Ken Kennedy-Anderson,1,7,,28,0,6,2,4,0,365,0,0,21,191,0,0,0,6,44,0
645,100103,Austin Lemieux,1,14,,29,0,6,4,2,0,365,0,0,18,177,0,0,4,6,44,3
646,100106,Lukas Berger,1,14,,29,0,44,23,18,3,2660,4,1,131,1405,2,3,11,44,6,24
647,100101,Kyle Prince,1,13,,29,0,50,12,34,4,3013,4,0,189,1813,2,2,17,50,0,35
648,100081,Hunter Wong,1,9,,29,0,44,26,13,5,2660,6,2,109,1168,0,2,18,44,6,32
649,100051,Mike Verminski,1,9,,29,0,6,3,2,1,364,0,0,15,146,0,0,2,6,44,3
650,100055,Jakub Aittokallio,1,3,,29,0,38,29,8,1,2300,4,7,86,1007,1,0,7,38,12,22
651,100109,Brett Broadway,1,3,,29,0,12,5,4,3,730,0,2,33,333,0,0,6,12,38,10
652,100080,Jakob Tanner,1,7,,29,0,42,28,9,5,2576,6,2,93,1257,2,2,32,42,8,30
653,100089,Erik Lundqvist,1,11,,29,0,44,14,27,3,2656,4,3,140,1482,0,4,8,44,6,28
654,100108,Selena Bauer,1,4,,29,0,42,15,19,8,2565,4,0,129,1293,1,2,25,42,8,27
655,100099,Tyler No Nerves,1,4,,29,0,8,2,6,0,479,0,0,33,245,1,0,0,8,42,0
656,100092,Mathias Lundgren,1,2,,29,0,6,6,0,0,370,0,1,11,150,1,0,7,6,44,6
657,100105,Robert Andersson,1,2,,29,0,44,31,13,0,2654,2,0,105,1260,2,2,7,44,6,44
1646,100245,Triforce Link,2,17,,29,0,38,16,15,4,2069,6,2,93,825,1,1,15,36,14,26
1647,100115,Kimmo Lokinen,2,51,,29,0,13,3,6,0,637,0,0,25,272,1,0,0,9,41,0
1648,100111,Sivy McSieve,2,15,,29,0,26,13,7,1,1378,19,1,68,553,1,0,12,24,16,20
1649,100137,Carter Fleury,2,52,,29,0,11,3,4,2,507,0,0,28,191,2,0,5,8,42,2
1650,100113,Richard C. Hocolate,2,52,,29,0,44,20,20,1,2520,0,6,118,1073,1,0,15,42,8,39
1651,100116,Mikke Laukkanen,2,21,,29,0,44,28,14,1,2619,2,4,101,1107,4,1,27,44,6,34
1652,100104,Matt Lewis-Flood,2,22,,29,0,42,22,16,2,2332,0,2,108,956,3,0,4,42,1,32
1653,100118,Jacob Andrews,2,51,,29,0,42,13,23,5,2385,0,3,100,1052,1,3,14,41,9,23
1654,100117,Michael McFadden,2,46,,29,0,43,20,16,7,2536,4,5,98,1011,3,0,32,43,7,31
1655,100124,Ace Dafoe,2,46,,29,0,10,4,2,1,524,2,1,21,233,0,0,3,7,43,5
1656,100114,Casey Holmes,2,50,,29,0,44,26,12,4,2575,4,2,116,1051,1,0,14,42,8,36
1657,100138,Rough Cockburn,2,22,,29,0,6,4,0,0,282,0,0,8,78,0,0,6,3,22,2
1658,100251,Stiv Dingels,2,17,,29,0,19,4,9,2,966,2,1,46,403,1,0,7,14,36,14
1659,100249,Jari Ohvo,2,15,,29,0,30,13,11,5,1674,0,0,74,665,2,2,25,26,24,21
1660,100250,Kasper Haapanen,2,50,,29,0,10,5,2,1,469,0,0,27,192,0,1,11,8,42,7
1661,100247,Oskar Molmsten Jr,2,22,,29,0,9,3,2,1,409,2,0,13,179,1,0,8,5,24,2
1662,100248,Max Smith-Frey,2,21,,29,0,8,3,3,1,420,0,0,16,113,1,0,2,6,44,0
2132,100251,Stiv Dingels,2,17,,29,1,4,0,1,0,118,0,0,6,55,0,0,0,0,18,0
2133,100118,Jacob Andrews,2,51,,29,1,4,0,4,0,158,2,0,16,92,0,0,0,4,0,0
2134,100115,Kimmo Lokinen,2,51,,29,1,2,0,0,0,82,0,0,2,30,0,0,0,0,4,0
2135,100249,Jari Ohvo,2,15,,29,1,4,0,3,0,118,0,0,16,58,1,0,0,4,0,0
2136,100234,Gavin Trent,2,15,,29,1,4,0,1,0,121,0,0,3,49,0,0,0,0,4,0
2137,100113,Richard C. Hocolate,2,52,,29,1,6,2,4,0,360,0,0,14,150,1,0,0,6,0,0
2138,100245,Triforce Link,2,17,,29,1,18,9,7,1,992,0,1,53,469,0,0,0,18,0,0
2139,100248,Max Smith-Frey,2,21,,29,1,2,0,1,0,53,0,0,1,16,0,0,0,0,11,0
2140,100104,Matt Lewis-Flood,2,22,,29,1,9,5,2,2,554,0,0,27,255,3,1,0,9,0,0
2141,100117,Michael McFadden,2,46,,29,1,6,2,4,0,375,0,0,14,181,0,1,0,6,0,0
2142,100114,Casey Holmes,2,50,,29,1,16,12,4,0,938,2,1,37,376,1,1,0,16,0,0
2143,100250,Kasper Haapanen,2,50,,29,1,2,0,0,0,35,0,0,0,16,0,0,0,0,16,0
2144,100116,Mikke Laukkanen,2,21,,29,1,11,7,2,1,619,0,0,31,292,1,0,0,11,0,0
3188,100098,Earnest Ciarelli,3,26,,29,1,1,0,1,0,60,0,0,3,27,0,0,0,1,0,0
3189,100106,Lukas Berger,3,36,,29,1,2,1,0,1,131,0,0,7,59,0,0,0,2,0,0
3190,100079,Colin Schmidt,3,34,,29,1,2,1,1,0,119,0,0,8,65,0,0,0,2,0,0
3191,100100,Christoffer Bjornsson,3,33,,29,1,1,0,1,0,60,0,0,4,35,0,0,0,1,0,0
3192,100089,Erik Lundqvist,3,25,,29,1,3,3,0,0,180,0,0,8,90,0,0,0,3,0,0
3193,100109,Brett Broadway,3,29,,29,1,3,2,1,0,190,0,0,9,101,1,0,0,3,0,0
3194,100055,Jakub Aittokallio,3,32,,29,1,1,0,1,0,60,0,0,5,27,0,0,0,1,0,0
3195,100087,Mark Harter,3,35,,29,1,1,0,1,0,59,0,0,3,25,0,0,0,1,0,0
2990,100098,Earnest Ciarelli,3,26,,29,0,10,5,4,1,608,0,1,27,259,1,0,7,10,0,7
2991,100106,Lukas Berger,3,36,,29,0,10,7,3,0,600,0,0,26,352,0,0,0,10,0,0
2992,100079,Colin Schmidt,3,34,,29,0,10,5,2,2,574,0,0,25,299,0,0,9,10,0,8
2993,100118,Jacob Andrews,3,34,,29,0,1,1,0,0,40,0,0,2,20,0,0,0,0,10,0
2994,100100,Christoffer Bjornsson,3,33,,29,0,10,5,3,2,610,2,0,30,364,0,0,6,10,0,7
2995,100055,Jakub Aittokallio,3,32,,29,0,10,5,4,1,609,0,0,25,317,0,0,7,10,0,10
2996,100108,Selena Bauer,3,31,,29,0,10,4,4,2,563,0,0,28,311,0,0,6,10,0,7
2997,100221,ZzJack's Robot Gilbert,3,28,,29,0,1,0,0,0,30,0,0,1,8,0,0,0,0,10,0
2998,100090,Phil Osgoode,3,60,,29,0,10,4,5,1,604,2,0,31,281,0,0,3,10,0,3
2999,100104,Matt Lewis-Flood,3,30,,29,0,10,4,4,1,543,0,0,31,318,0,0,0,10,0,0
3000,100105,Robert Andersson,3,25,,29,0,1,0,0,0,11,0,0,1,2,0,0,0,0,10,0
3001,100089,Erik Lundqvist,3,25,,29,0,10,6,3,1,594,0,0,25,266,1,0,3,10,0,7
3002,100111,Sivy McSieve,3,35,,29,0,2,0,1,0,110,0,0,6,74,0,0,0,1,9,0
3003,100080,Jakob Tanner,3,28,,29,0,10,3,7,0,569,2,0,39,312,0,0,0,10,0,0
3004,100109,Brett Broadway,3,29,,29,0,10,6,3,1,611,4,0,22,296,0,0,7,10,0,9
3005,100107,Ken Kennedy-Anderson,3,30,,29,0,2,0,1,0,59,0,0,5,29,0,0,0,0,10,0
3006,100087,Mark Harter,3,35,,29,0,9,5,4,0,493,0,2,22,238,0,0,3,9,1,6
3007,100313,ZzRaven's Robot RainbowDash,3,31,,29,0,1,0,0,0,47,0,0,4,39,0,0,0,0,10,0
658,100107,Ken Kennedy-Anderson,1,7,,29,0,8,2,5,1,489,2,0,26,246,0,0,3,8,42,8
659,100098,Earnest Ciarelli,1,12,,29,0,44,23,21,0,2644,4,5,117,1232,0,0,3,44,6,44
660,100079,Colin Schmidt,1,6,,29,0,44,21,15,8,2686,2,1,131,1211,1,0,33,44,6,24
661,100082,Arton Laxk,1,12,,29,0,6,3,1,2,367,4,0,16,200,0,1,3,6,44,4
662,100104,Matt Lewis-Flood,1,6,,29,0,6,4,2,0,365,0,0,15,126,0,0,2,6,1,6
663,100096,Nikita Nevzorov,1,,,29,0,9,3,4,2,557,0,0,30,333,1,0,8,9,42,7
664,100088,Adam Demko,1,10,,29,0,3,2,1,0,188,0,0,9,72,0,0,2,3,34,3
665,100097,Igor Ogorodnikov,1,1,,29,0,44,22,17,5,2662,2,2,115,1248,2,4,12,44,6,29
666,100087,Mark Harter,1,10,,29,0,44,24,15,5,2681,0,3,118,1202,2,0,29,44,6,30
667,100090,Phil Osgoode,1,5,,29,0,43,20,16,7,2629,6,2,123,1363,3,0,30,43,7,30
668,100091,Sergei Kozar,1,5,,29,0,7,7,0,0,430,0,1,15,195,0,0,6,7,43,7
669,100100,Christoffer Bjornsson,1,42,,29,0,44,15,23,6,2665,6,0,139,1546,0,2,27,44,6,29
670,100096,Nikita Nevzorov,1,10,663,29,0,3,0,2,1,184,0,0,11,104,0,0,2,3,10,0
671,100110,Daniel Vann,1,11,,29,0,6,2,4,0,366,0,0,30,189,0,0,3,6,44,4
672,100096,Nikita Nevzorov,1,42,663,29,0,6,3,2,1,373,0,0,19,229,1,0,6,6,32,6
673,100111,Sivy McSieve,1,1,,29,0,6,4,1,1,368,0,0,14,169,0,0,3,6,7,4
674,100106,Lukas Berger,1,14,,30,0,44,17,18,9,2675,0,1,150,1414,3,1,27,44,6,28
675,100099,Tyler No Nerves,1,7,,30,0,30,5,21,4,1808,6,0,96,932,0,1,14,30,20,19
676,100107,Ken Kennedy-Anderson,1,7,,30,0,20,4,12,4,1211,2,1,72,689,1,2,5,20,30,4
677,100089,Erik Lundqvist,1,11,,30,0,42,19,20,3,2538,0,1,127,1407,0,1,13,42,8,36
678,100081,Hunter Wong,1,9,,30,0,44,31,12,1,2663,2,6,105,1234,3,0,13,44,6,34
679,100108,Selena Bauer,1,4,,30,0,25,13,9,3,1506,6,0,74,785,0,1,3,25,25,17
680,100092,Mathias Lundgren,1,2,,30,0,7,5,2,0,420,0,1,17,181,1,0,0,7,43,0
681,100105,Robert Andersson,1,2,,30,0,43,29,13,1,2600,4,4,117,1249,0,2,15,43,7,37
682,100085,Rob Pressen,1,13,,30,0,18,4,12,2,1087,0,0,70,670,1,0,3,18,32,12
683,100055,Jakub Aittokallio,1,3,,30,0,9,5,4,0,544,2,0,25,258,0,1,3,9,41,9
684,100080,Jakob Tanner,1,12,,30,0,44,26,17,1,2659,0,3,110,1226,2,2,15,44,6,29
685,100083,Mike Schmidt,1,42,,30,0,8,1,7,0,479,0,0,30,290,0,0,0,8,42,0
1663,100245,Triforce Link,2,17,,30,0,31,16,11,1,1709,0,0,75,697,2,1,17,27,23,22
1664,100237,Curtis Allison,2,51,,30,0,15,1,5,1,528,0,0,27,255,1,0,0,6,44,0
1665,100155,Jeremy Anderson,2,15,,30,0,10,5,2,0,481,0,0,23,174,0,0,7,7,43,5
1666,100111,Sivy McSieve,2,15,,30,0,45,22,16,5,2557,0,3,112,958,1,1,37,43,7,33
1667,100128,Georgette Pel,2,52,,30,0,24,9,9,2,1229,0,0,60,440,0,0,11,20,27,16
