PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel
1326;10;10;66;7;24;-2;22;1;4;0;0;0;0;88;24;18;95;65;56;72;135;77848;7234;2473;102.0;2.6;2.6;26.5;33.1;1092;1418;43.5;0.5;782;1017;43.5;0.3
1327;5;5;66;8;18;-15;14;0;4;0;0;0;0;126;39;15;112;59;50;67;132;74970;2886;4999;99.1;2.7;3.4;32.3;37.0;1279;1448;46.9;-0.8;913;1062;46.2;-1.8
1329;8;8;66;7;17;5;16;0;1;0;0;0;0;49;27;28;143;58;56;60;118;72774;114;1876;100.5;3.2;3.0;34.1;33.2;1312;1274;50.7;-3.8;969;938;50.8;-3.8
1341;12;12;66;10;20;-23;14;1;4;0;2;0;0;67;32;31;213;64;54;72;143;76887;7927;9405;101.0;2.3;3.5;23.4;39.2;931;1585;37.0;-1.0;689;1155;37.4;-0.2
1343;2;2;49;1;18;17;10;0;1;0;0;0;0;40;27;8;6;56;50;61;87;51956;181;1275;100.2;3.5;2.4;39.4;26.7;1124;760;59.7;-4.2;826;571;59.1;-4.7
1350;21;21;66;17;19;-11;10;0;0;1;0;0;0;18;40;19;75;60;62;55;113;68754;505;3529;101.8;3.0;3.6;28.1;39.4;1047;1403;42.7;-6.1;773;1014;43.3;-5.6
1353;18;18;66;15;18;2;22;1;1;0;0;0;0;112;33;20;39;55;59;49;142;71599;3488;3047;99.3;2.9;2.8;35.3;31.3;1306;1216;51.8;-2.2;978;890;52.4;-1.7
1367;5;5;66;18;29;-13;14;2;3;0;0;0;0;50;48;16;106;62;63;56;152;71032;2561;912;99.6;3.4;4.1;34.5;39.7;1188;1425;45.5;-3.0;884;1052;45.7;-2.7
1370;21;21;66;4;22;-10;6;0;1;0;0;0;0;61;32;33;68;57;56;56;116;68761;2719;1591;101.6;2.9;3.4;28.6;39.3;1064;1408;43.0;-5.7;780;1011;43.6;-5.2
1376;7;7;66;14;22;11;20;6;9;0;0;0;0;68;22;20;51;59;61;56;206;68597;11117;1877;100.5;3.0;2.4;37.4;31.5;1357;1136;54.4;2.3;1002;833;54.6;1.9
1378;6;6;66;7;31;21;14;1;6;1;0;0;0;75;40;17;58;72;68;72;192;71342;7784;2452;101.8;3.4;2.4;36.0;31.5;1366;1112;55.1;2.3;1016;850;54.4;1.0
1381;14;14;66;2;6;-58;19;0;0;0;0;1;0;102;24;21;117;49;50;46;42;63653;137;3122;97.7;1.8;5.0;20.8;46.5;700;1538;31.3;-1.4;519;1140;31.3;-1.5
1386;10;10;66;13;12;-31;14;1;1;0;0;0;0;82;30;13;60;56;59;49;133;72200;2676;302;97.6;1.8;3.3;27.0;36.3;1009;1402;41.8;-2.0;737;1012;42.1;-1.6
1398;9;9;66;19;24;12;12;2;2;2;0;0;0;91;32;6;54;58;64;49;164;70059;3135;4322;98.1;4.0;3.4;39.9;28.6;1409;1054;57.2;3.4;1056;765;58.0;5.0
1402;15;15;66;10;27;23;4;0;0;0;0;0;0;44;40;16;43;59;66;49;142;69528;0;188;100.5;3.7;2.5;37.8;27.1;1389;996;58.2;-1.6;1036;737;58.4;-1.3
1422;19;19;67;11;19;8;8;0;0;0;0;0;0;68;28;13;19;55;61;48;112;62629;89;597;99.4;3.2;2.7;38.5;30.5;1230;1047;54.0;-2.1;923;761;54.8;-1.3
1428;19;19;66;14;16;3;30;0;0;0;0;0;0;117;29;7;49;56;62;49;143;67751;762;296;99.3;3.1;3.0;37.4;32.8;1299;1179;52.4;-1.2;959;879;52.2;-2.3
1435;5;5;66;21;29;-12;16;3;4;0;0;0;0;80;31;8;64;56;66;45;183;69778;2528;34;99.9;3.4;4.0;34.4;40.0;1165;1414;45.2;-3.4;870;1043;45.5;-2.9
1436;14;14;66;16;14;-54;12;1;1;0;0;0;0;46;25;19;85;55;63;45;114;70549;2712;2900;98.5;2.1;4.9;24.1;47.3;905;1729;34.4;3.1;667;1257;34.7;3.5
1456;12;12;66;13;16;-25;36;0;0;1;0;0;0;125;20;12;95;55;59;47;113;70046;2420;4176;99.4;2.9;4.2;28.2;38.4;1023;1413;42.0;6.7;751;1041;41.9;6.8
1464;12;12;66;17;20;-23;28;0;1;0;0;0;0;125;32;14;108;61;65;53;121;74939;2286;3811;100.0;2.2;3.3;25.7;39.0;992;1538;39.2;2.5;718;1133;38.8;2.0
1471;14;14;66;16;20;-56;28;5;8;0;0;0;0;131;36;21;73;57;61;51;149;70787;8211;514;98.7;2.2;4.9;24.4;47.1;919;1726;34.7;3.7;673;1255;34.9;3.9
1483;12;12;66;8;8;-25;157;0;0;1;0;4;2;376;27;20;70;64;54;53;62;62556;237;309;102.2;1.7;3.2;16.7;40.6;569;1346;29.7;-10.9;406;966;29.6;-10.8
1485;14;14;66;18;24;-54;32;6;5;0;0;0;0;115;18;20;102;63;64;58;144;71318;8170;2849;99.2;2.3;4.9;24.4;48.1;916;1751;34.3;3.1;681;1279;34.7;3.6
1487;10;10;66;8;8;-20;14;0;0;0;0;0;0;62;35;18;17;55;55;53;78;70168;53;3498;100.4;1.7;2.8;21.8;36.6;808;1397;36.6;-9.3;595;1016;36.9;-9.0
1500;5;5;66;2;14;-16;4;0;0;0;0;0;0;28;30;14;76;56;54;58;69;61856;94;1003;99.9;2.4;3.4;29.2;39.6;922;1306;41.4;-8.4;667;945;41.4;-8.4
1506;19;19;66;9;16;-16;20;0;0;0;1;0;0;86;43;23;67;55;58;49;117;67909;4;3078;95.8;2.3;3.2;35.9;30.1;1269;1087;53.9;0.9;955;780;55.0;1.8
1518;8;8;66;13;23;11;10;0;0;0;0;0;0;59;31;20;51;55;60;49;122;67381;181;1587;101.0;3.5;2.9;35.2;32.4;1258;1133;52.6;-1.0;922;864;51.6;-2.6
1521;12;12;66;6;10;-27;4;0;0;0;1;0;0;22;39;18;75;57;53;57;75;64898;616;4907;101.4;1.5;3.1;16.4;40.1;583;1380;29.7;-11.0;419;988;29.8;-10.7
1564;13;13;66;32;26;28;20;2;0;0;0;0;0;69;35;10;66;59;64;52;158;62761;2400;502;104.3;4.5;2.9;37.6;37.7;1174;1208;49.3;-4.2;901;887;50.4;-3.0
1658;9;9;66;8;23;-12;27;0;0;0;0;1;1;116;28;18;83;59;62;52;115;71124;37;772;98.3;2.6;3.2;31.7;32.3;1212;1162;51.1;-5.9;884;880;50.1;-6.8
1670;20;20;66;13;18;-31;22;0;0;1;0;0;0;76;29;8;34;52;59;43;97;69791;34;1194;97.4;2.7;4.4;30.2;37.6;1123;1378;44.9;-0.6;812;1027;44.2;-1.2
1675;11;11;66;1;8;-53;114;0;0;0;0;2;0;356;28;12;54;49;50;46;44;65281;268;5166;99.7;1.8;4.7;18.3;47.1;676;1601;29.7;-3.1;484;1190;28.9;-4.3
1684;8;8;66;11;15;15;12;0;0;0;0;0;0;57;33;19;85;53;51;54;124;67805;62;3241;101.9;3.7;2.9;36.5;35.1;1266;1226;50.8;-3.7;951;912;51.0;-3.5
1701;18;18;66;4;7;-15;8;0;0;0;0;0;0;56;27;20;61;63;54;70;109;64922;67;769;98.4;2.4;3.2;33.2;36.5;1138;1185;49.0;-6.1;841;876;49.0;-6.4
1706;20;20;66;11;19;-23;14;0;2;0;0;0;0;86;36;20;60;56;62;48;139;71846;2511;205;98.0;2.6;3.8;32.7;37.8;1240;1396;47.0;2.6;895;1015;46.9;2.9
1715;19;19;66;2;12;-24;34;0;2;0;0;2;0;45;28;16;71;54;53;55;106;56624;2723;1748;95.7;2.5;4.1;35.9;35.8;1040;1074;49.2;-5.6;785;777;50.3;-4.8
1722;14;14;66;3;18;-49;31;0;3;0;0;0;0;84;46;21;152;62;59;64;79;74904;2743;2304;100.6;2.2;4.5;22.1;49.1;844;1882;31.0;-2.1;626;1398;30.9;-2.2
1751;18;18;66;13;25;3;10;0;1;0;0;0;0;133;47;24;58;60;65;52;165;71431;3576;630;99.5;2.9;2.7;35.2;31.3;1301;1215;51.7;-2.3;973;886;52.3;-1.7
1756;20;20;66;6;10;-46;12;0;0;0;0;0;0;64;38;12;40;51;48;53;53;57399;93;1086;95.1;2.1;5.0;27.0;39.4;848;1221;41.0;-5.9;600;885;40.4;-6.2
1775;18;18;66;15;26;-3;8;2;1;0;0;0;0;72;48;24;62;61;61;56;175;72410;3848;460;98.7;2.7;2.9;35.1;31.7;1308;1227;51.6;-2.5;983;904;52.1;-2.1
1776;18;18;66;5;14;-14;2;0;0;0;0;0;0;85;29;22;60;52;52;51;108;63939;68;503;98.7;2.4;3.2;32.7;37.0;1123;1183;48.7;-6.5;825;873;48.6;-7.0
1804;14;14;66;17;20;-45;28;2;5;1;0;0;0;187;32;14;21;60;66;50;138;77770;8192;2533;101.4;2.0;4.1;20.6;48.8;848;1985;29.9;-3.7;631;1494;29.7;-4.2
1808;8;8;66;6;25;25;14;0;0;0;0;0;0;64;21;12;40;54;52;54;134;68565;37;1643;101.1;3.5;2.2;39.7;28.5;1407;1039;57.5;6.1;1064;792;57.3;5.8
